position_bucket,candidate_hero,enemy_hero,response_count,candidate_bucket_count,enemy_seen_count,normalized_response_score
6_protected,c5149,c2007,4,70,372,0.024788
6_protected,c5149,c2103,8,70,521,0.041891
6_protected,c5149,c2124,31,70,2126,0.080358
6_protected,c5149,c2129,15,70,1102,0.054007
6_protected,c5149,c2131,7,70,1308,0.023134
6_protected,c5149,c2181,30,70,1183,0.104251
6_protected,c5149,c4004,3,70,393,0.018087
6_protected,c5149,c5069,4,70,704,0.018019
6_protected,c5149,c5154,27,70,1909,0.07386
6_protected,c5149,c6005,24,70,1115,0.085906
6_protected,c5154,c1133,7,18,701,0.062316
6_protected,c5154,c1172,5,18,1420,0.031274
6_protected,c5154,c2124,5,18,2126,0.025559
6_protected,c5154,c2184,4,18,1229,0.026894
6_protected,c5154,c2185,5,18,2361,0.024254
6_protected,c5154,c6005,7,18,1115,0.049411
6_protected,c5175,c1153,22,24,164,0.350667
6_protected,c5175,c2007,3,24,372,0.03175
6_protected,c5175,c2071,11,24,180,0.16736
6_protected,c5175,c2124,5,24,2126,0.022135
6_protected,c5175,c2181,8,24,1183,0.047478
6_protected,c5175,c5154,9,24,1909,0.042047
6_protected,c6005,c1168,4,16,532,0.043355
6_protected,c6005,c1172,3,16,1420,0.019903
6_protected,c6005,c1183,3,16,1023,0.023449
6_protected,c6005,c2124,11,16,2126,0.059642
6_protected,c6005,c2129,3,16,1102,0.022593
6_protected,c6005,c2181,5,16,1183,0.036343
6_protected,c6005,c5069,3,16,704,0.028267
6_protected,c6005,c5154,4,16,1909,0.022887
6_protected,c6017,c1117,4,28,633,0.030045
6_protected,c6017,c1133,25,28,701,0.178444
6_protected,c6017,c2066,4,28,64,0.094491
6_protected,c6017,c2124,6,28,2126,0.024592
6_protected,c6017,c2181,7,28,1183,0.038462
6_protected,c6017,c2185,15,28,2361,0.05834
6_protected,c6017,c5069,10,28,704,0.071225
6_protected,c6024,c1117,4,33,633,0.027676
6_protected,c6024,c1168,9,33,532,0.067925
6_protected,c6024,c1171,3,33,584,0.02161
6_protected,c6024,c1172,10,33,1420,0.046195
6_protected,c6024,c1178,6,33,121,0.094951
6_protected,c6024,c1183,3,33,1023,0.016328
6_protected,c6024,c2024,5,33,284,0.051648
6_protected,c6024,c2124,9,33,2126,0.033978
6_protected,c6024,c2131,7,33,1308,0.033693
6_protected,c6024,c2184,5,33,1229,0.024828
6_protected,c6024,c2185,10,33,2361,0.035826
6_protected,c6024,c5154,11,33,1909,0.043826
6_protected,c6024,c6005,5,33,1115,0.026066
6_protected,c6037,c1022,7,232,272,0.027866
6_protected,c6037,c1104,11,232,247,0.045952
6_protected,c6037,c1117,9,232,633,0.023485
6_protected,c6037,c1133,19,232,701,0.047114
6_protected,c6037,c1143,8,232,14,0.140372
6_protected,c6037,c1168,20,232,532,0.056929
6_protected,c6037,c1171,28,232,584,0.076069
6_protected,c6037,c1172,21,232,1420,0.036587
6_protected,c6037,c1178,4,232,121,0.023874
6_protected,c6037,c1183,26,232,1023,0.053369
6_protected,c6037,c2007,11,232,372,0.037444
6_protected,c6037,c2024,7,232,284,0.027271
6_protected,c6037,c2103,15,232,521,0.043145
6_protected,c6037,c2124,73,232,2126,0.103943
6_protected,c6037,c2129,23,232,1102,0.045488
6_protected,c6037,c2131,31,232,1308,0.056275
6_protected,c6037,c2181,12,232,1183,0.022906
6_protected,c6037,c2184,128,232,1229,0.239712
6_protected,c6037,c2185,147,232,2361,0.198621
6_protected,c6037,c4004,10,232,393,0.033118
6_protected,c6037,c5069,7,232,704,0.017321
6_protected,c6037,c5111,3,232,125,0.017617
6_protected,c6037,c5149,11,232,40,0.114188
6_protected,c6037,c5154,32,232,1909,0.048084
6_protected,c6037,c6005,18,232,1115,0.035391
6_protected,c6050,c1183,3,16,1023,0.023449
6_protected,c6050,c2124,6,16,2126,0.032532
6_protected,c6050,c2131,4,16,1308,0.02765
6_protected,c6050,c2181,8,16,1183,0.058148
6_protected,c6050,c5154,4,16,1909,0.022887
6_protected,c6050,c6005,4,16,1115,0.029948
6_protected,c6050,c6037,3,16,397,0.037641
7,c1007,c1046,3,32,93,0.054993
7,c1007,c1117,14,32,633,0.098367
7,c1007,c1133,3,32,701,0.02003
7,c1007,c1168,5,32,532,0.038321
7,c1007,c2007,3,32,372,0.027496
7,c1007,c2124,3,32,2126,0.011502
7,c1007,c2181,8,32,1183,0.041117
7,c1007,c2184,3,32,1229,0.015128
7,c1007,c2185,21,32,2361,0.076401
7,c1007,c5069,13,32,704,0.086613
7,c1007,c6005,3,32,1115,0.015882
7,c1009,c5154,3,4,1909,0.034331
7,c1022,c1046,7,560,93,0.030673
7,c1022,c1104,21,560,247,0.056465
7,c1022,c1117,53,560,633,0.089018
7,c1022,c1133,71,560,701,0.11332
7,c1022,c1153,20,560,164,0.065995
7,c1022,c1168,49,560,532,0.089773
7,c1022,c1171,47,560,584,0.082186
7,c1022,c1172,93,560,1420,0.104291
7,c1022,c1176,11,560,186,0.034083
7,c1022,c1182,4,560,32,0.029881
7,c1022,c1183,69,560,1023,0.091163
7,c1022,c2001,7,560,46,0.043614
7,c1022,c2007,42,560,372,0.09202
7,c1022,c2066,12,560,64,0.063387
7,c1022,c2071,12,560,180,0.037796
7,c1022,c2103,39,560,521,0.072202
7,c1022,c2112,4,560,48,0.024398
7,c1022,c2113,3,560,17,0.030747
7,c1022,c2124,180,560,2126,0.164967
7,c1022,c2129,111,560,1102,0.141299
7,c1022,c2131,120,560,1308,0.140211
7,c1022,c2181,77,560,1183,0.094603
7,c1022,c2184,66,560,1229,0.079556
7,c1022,c2185,169,560,2361,0.146975
7,c1022,c4004,34,560,393,0.072475
7,c1022,c4123,10,560,140,0.035714
7,c1022,c5069,34,560,704,0.05415
7,c1022,c5072,27,560,317,0.064083
7,c1022,c5111,7,560,125,0.026458
7,c1022,c5154,128,560,1909,0.123798
7,c1022,c6005,104,560,1115,0.131614
7,c1022,c6037,31,560,397,0.065746
7,c1034,c1183,8,27,1023,0.048136
7,c1034,c2124,17,27,2126,0.070955
7,c1034,c2129,12,27,1102,0.069568
7,c1034,c2131,7,27,1308,0.037249
7,c1034,c2181,12,27,1183,0.067144
7,c1034,c4123,3,27,140,0.048795
7,c1034,c5154,13,27,1909,0.057261
7,c1034,c6037,3,27,397,0.028976
7,c1046,c1117,7,71,633,0.033019
7,c1046,c1168,5,71,532,0.025727
7,c1046,c1171,10,71,584,0.049109
7,c1046,c1172,14,71,1420,0.044091
7,c1046,c1183,19,71,1023,0.0705
7,c1046,c2001,5,71,46,0.087491
7,c1046,c2066,4,71,64,0.059339
7,c1046,c2124,20,71,2126,0.051478
7,c1046,c2129,13,71,1102,0.046475
7,c1046,c2131,33,71,1308,0.108288
7,c1046,c2181,18,71,1183,0.062108
7,c1046,c2184,17,71,1229,0.05755
7,c1046,c4004,5,71,393,0.029933
7,c1046,c5069,4,71,704,0.017891
7,c1046,c5154,26,71,1909,0.070622
7,c1046,c6037,3,71,397,0.017869
7,c1076,c2129,3,5,1102,0.040415
7,c1076,c5154,3,5,1909,0.030707
7,c1083,c1176,11,13,186,0.223699
7,c1083,c2124,3,13,2126,0.018045
7,c1083,c2131,5,13,1308,0.038344
7,c1083,c2181,5,13,1183,0.040319
7,c1083,c2185,4,13,2361,0.022832
7,c1091,c1046,4,33,93,0.072204
7,c1091,c1172,16,33,1420,0.073913
7,c1091,c2007,7,33,372,0.063179
7,c1091,c2024,16,33,284,0.165274
7,c1091,c2184,6,33,1229,0.029793
7,c1091,c2185,19,33,2361,0.068069
7,c1091,c5111,3,33,125,0.04671
7,c1091,c5154,6,33,1909,0.023905
7,c1091,c6005,13,33,1115,0.067772
7,c1103,c1117,4,16,633,0.039746
7,c1103,c1133,6,16,701,0.056654
7,c1103,c2181,3,16,1183,0.021806
7,c1103,c2185,9,16,2361,0.046306
7,c1103,c5069,13,16,704,0.122489
7,c1103,c5154,3,16,1909,0.017166
7,c1104,c1022,3,21,272,0.039694
7,c1104,c1172,3,21,1420,0.017373
7,c1104,c1183,16,21,1023,0.109162
7,c1104,c2124,4,21,2126,0.018931
7,c1104,c2181,5,21,1183,0.031723
7,c1104,c2184,4,21,1229,0.024899
7,c1104,c2185,7,21,2361,0.031437
7,c1104,c5154,3,21,1909,0.014983
7,c1109,c1171,3,11,584,0.03743
7,c1109,c2124,7,11,2126,0.045774
7,c1109,c2129,6,11,1102,0.054496
7,c1109,c2131,6,11,1308,0.050021
7,c1109,c5154,3,11,1909,0.020702
7,c1112,c1172,4,4,1420,0.053074
7,c1112,c6005,3,4,1115,0.044921
7,c1117,c1022,8,254,272,0.030436
7,c1117,c1104,11,254,247,0.043916
7,c1117,c1133,44,254,701,0.104274
7,c1117,c1168,12,254,532,0.032644
7,c1117,c1171,35,254,584,0.090875
7,c1117,c1172,72,254,1420,0.119887
7,c1117,c1178,6,254,121,0.034225
7,c1117,c1183,32,254,1023,0.062776
7,c1117,c2007,5,254,372,0.016266
7,c1117,c2024,10,254,284,0.037233
7,c1117,c2066,4,254,64,0.031373
7,c1117,c2090,3,254,9,0.062746
7,c1117,c2103,26,254,521,0.071472
7,c1117,c2124,69,254,2126,0.093897
7,c1117,c2129,25,254,1102,0.047253
7,c1117,c2131,31,254,1308,0.053782
7,c1117,c2181,26,254,1183,0.047431
7,c1117,c2184,52,254,1229,0.09307
7,c1117,c2185,85,254,2361,0.109763
7,c1117,c4004,17,254,393,0.053807
7,c1117,c5069,20,254,704,0.047296
7,c1117,c5072,13,254,317,0.045814
7,c1117,c5111,3,254,125,0.016836
7,c1117,c5154,69,254,1909,0.09909
7,c1117,c6005,40,254,1115,0.075163
7,c1117,c6037,23,254,397,0.07243
7,c1126,c1183,4,9,1023,0.041687
7,c1126,c2181,9,9,1183,0.087223
7,c1126,c2184,4,9,1229,0.038033
7,c1131,c1172,3,3,1420,0.045964
7,c1133,c1022,5,100,272,0.030317
7,c1133,c1104,6,100,247,0.038177
7,c1133,c1168,22,100,532,0.095382
7,c1133,c1171,5,100,584,0.02069
7,c1133,c1172,32,100,1420,0.084919
7,c1133,c1176,3,100,186,0.021997
7,c1133,c1183,15,100,1023,0.046898
7,c1133,c2007,6,100,372,0.031109
7,c1133,c2024,4,100,284,0.023736
7,c1133,c2071,3,100,180,0.022361
7,c1133,c2103,9,100,521,0.03943
7,c1133,c2124,32,100,2126,0.069401
7,c1133,c2129,8,100,1102,0.024099
7,c1133,c2131,10,100,1308,0.02765
7,c1133,c2181,23,100,1183,0.066871
7,c1133,c2184,22,100,1229,0.062755
7,c1133,c2185,19,100,2361,0.039103
7,c1133,c4004,5,100,393,0.025222
7,c1133,c5069,4,100,704,0.015076
7,c1133,c5072,4,100,317,0.022466
7,c1133,c5154,23,100,1909,0.052641
7,c1133,c6005,22,100,1115,0.065885
7,c1133,c6037,11,100,397,0.055207
7,c1143,c1022,4,86,272,0.026153
7,c1143,c1104,4,86,247,0.027445
7,c1143,c1117,3,86,633,0.012858
7,c1143,c1171,14,86,584,0.06247
7,c1143,c1172,14,86,1420,0.040062
7,c1143,c1183,11,86,1023,0.037086
7,c1143,c2103,5,86,521,0.023621
7,c1143,c2124,62,86,2126,0.144998
7,c1143,c2129,30,86,1102,0.09745
7,c1143,c2131,37,86,1308,0.110319
7,c1143,c2181,14,86,1183,0.043892
7,c1143,c2184,24,86,1229,0.073822
7,c1143,c2185,8,86,2361,0.017754
7,c1143,c5069,3,86,704,0.012192
7,c1143,c5154,11,86,1909,0.027148
7,c1148,c2071,4,4,180,0.149071
7,c1150,c1046,6,32,93,0.109985
7,c1150,c1172,15,32,1420,0.070367
7,c1150,c2024,17,32,284,0.178326
7,c1150,c2103,3,32,521,0.023234
7,c1150,c2184,4,32,1229,0.02017
7,c1150,c2185,4,32,2361,0.014552
7,c1150,c5072,3,32,317,0.029786
7,c1150,c6005,30,32,1115,0.158821
7,c1153,c1022,4,92,272,0.025286
7,c1153,c1046,4,92,93,0.043244
7,c1153,c1117,7,92,633,0.029007
7,c1153,c1133,3,92,701,0.011813
7,c1153,c1168,4,92,532,0.01808
7,c1153,c1171,10,92,584,0.043142
7,c1153,c1172,28,92,1420,0.077468
7,c1153,c1183,7,92,1023,0.022817
7,c1153,c2103,12,92,521,0.054811
7,c1153,c2124,38,92,2126,0.085923
7,c1153,c2129,9,92,1102,0.028266
7,c1153,c2131,22,92,1308,0.06342
7,c1153,c2181,5,92,1183,0.015156
7,c1153,c2184,21,92,1229,0.062452
7,c1153,c2185,37,92,2361,0.079389
7,c1153,c5069,12,92,704,0.047152
7,c1153,c5072,6,92,317,0.035134
7,c1153,c5154,21,92,1909,0.05011
7,c1153,c6005,11,92,1115,0.034345
7,c1153,c6037,5,92,397,0.026163
7,c1160,c2129,3,7,1102,0.034157
7,c1160,c2131,4,7,1308,0.041803
7,c1160,c4004,3,7,393,0.057197
7,c1160,c5154,4,7,1909,0.034603
7,c1162,c1168,3,21,532,0.028383
7,c1162,c1172,5,21,1420,0.028955
7,c1162,c1178,3,21,121,0.059514
7,c1162,c1183,3,21,1023,0.020468
7,c1162,c2007,4,21,372,0.045256
7,c1162,c2024,10,21,284,0.129488
7,c1162,c2185,15,21,2361,0.067365
7,c1162,c6005,7,21,1115,0.045746
7,c1168,c1022,11,246,272,0.042525
7,c1168,c1104,6,246,247,0.024341
7,c1168,c1117,43,246,633,0.108968
7,c1168,c1133,12,246,701,0.028897
7,c1168,c1171,31,246,584,0.081788
7,c1168,c1172,78,246,1420,0.131972
7,c1168,c1176,8,246,186,0.0374
7,c1168,c1178,3,246,121,0.017388
7,c1168,c1182,3,246,32,0.033813
7,c1168,c1183,22,246,1023,0.043855
7,c1168,c2007,12,246,372,0.039668
7,c1168,c2024,7,246,284,0.026483
7,c1168,c2103,24,246,521,0.067039
7,c1168,c2112,4,246,48,0.036811
7,c1168,c2124,63,246,2126,0.087115
7,c1168,c2129,22,246,1102,0.042254
7,c1168,c2131,37,246,1308,0.065227
7,c1168,c2181,39,246,1183,0.072294
7,c1168,c2184,48,246,1229,0.087297
7,c1168,c2185,75,246,2361,0.098411
7,c1168,c4004,10,246,393,0.032161
7,c1168,c4123,6,246,140,0.032331
7,c1168,c5069,30,246,704,0.072089
7,c1168,c5072,7,246,317,0.025067
7,c1168,c5111,8,246,125,0.045621
7,c1168,c5154,45,246,1909,0.065666
7,c1168,c6005,62,246,1115,0.118382
7,c1168,c6037,13,246,397,0.041599
7,c1171,c1104,5,98,247,0.032137
7,c1171,c1117,5,98,633,0.020075
7,c1171,c1133,3,98,701,0.011446
7,c1171,c1153,4,98,164,0.031552
7,c1171,c1172,10,98,1420,0.026807
7,c1171,c1176,10,98,186,0.074068
7,c1171,c1183,18,98,1023,0.056849
7,c1171,c2007,3,98,372,0.015712
7,c1171,c2024,3,98,284,0.017982
7,c1171,c2071,7,98,180,0.052705
7,c1171,c2124,9,98,2126,0.019717
7,c1171,c2129,23,98,1102,0.069988
7,c1171,c2131,24,98,1308,0.067034
7,c1171,c2181,3,98,1183,0.008811
7,c1171,c2184,30,98,1229,0.086443
7,c1171,c2185,53,98,2361,0.110183
7,c1171,c4004,8,98,393,0.040764
7,c1171,c5069,8,98,704,0.030457
7,c1171,c5072,5,98,317,0.028368
7,c1171,c5154,33,98,1909,0.076295
7,c1171,c6005,14,98,1115,0.042352
7,c1172,c1022,12,191,272,0.052648
7,c1172,c1046,5,191,93,0.037516
7,c1172,c1104,5,191,247,0.02302
7,c1172,c1133,28,191,701,0.076521
7,c1172,c1153,4,191,164,0.022601
7,c1172,c1168,12,191,532,0.037645
7,c1172,c1171,8,191,584,0.023953
7,c1172,c1176,6,191,186,0.031833
7,c1172,c1178,12,191,121,0.078935
7,c1172,c1183,24,191,1023,0.054295
7,c1172,c2007,22,191,372,0.082534
7,c1172,c2024,7,191,284,0.030055
7,c1172,c2103,4,191,521,0.01268
7,c1172,c2124,66,191,2126,0.103573
7,c1172,c2129,27,191,1102,0.058851
7,c1172,c2131,39,191,1308,0.078027
7,c1172,c2181,41,191,1183,0.086253
7,c1172,c2184,34,191,1229,0.070176
7,c1172,c2185,91,191,2361,0.135512
7,c1172,c4004,4,191,393,0.0146
7,c1172,c4123,6,191,140,0.036692
7,c1172,c5069,19,191,704,0.051814
7,c1172,c5072,5,191,317,0.02032
7,c1172,c5111,4,191,125,0.025887
7,c1172,c5149,5,191,40,0.057204
7,c1172,c5154,23,191,1909,0.03809
7,c1172,c6005,24,191,1115,0.052006
7,c1172,c6037,18,191,397,0.065367
7,c1173,c2124,8,11,2126,0.052313
7,c1173,c2129,7,11,1102,0.063579
7,c1173,c2131,8,11,1308,0.066694
7,c1173,c2185,3,11,2361,0.018616
7,c1173,c5154,3,11,1909,0.020702
7,c1176,c1022,12,354,272,0.038672
7,c1176,c1046,15,354,93,0.08267
7,c1176,c1117,18,354,633,0.038025
7,c1176,c1133,35,354,701,0.07026
7,c1176,c1153,15,354,164,0.062254
7,c1176,c1168,37,354,532,0.08526
7,c1176,c1171,3,354,584,0.006598
7,c1176,c1172,116,354,1420,0.163611
7,c1176,c1183,51,354,1023,0.084748
7,c1176,c2007,31,354,372,0.085426
7,c1176,c2024,8,354,284,0.025231
7,c1176,c2071,9,354,180,0.035654
7,c1176,c2103,37,354,521,0.086155
7,c1176,c2110,4,354,26,0.041694
7,c1176,c2124,104,354,2126,0.119881
7,c1176,c2129,41,354,1102,0.065643
7,c1176,c2131,45,354,1308,0.066131
7,c1176,c2181,55,354,1183,0.08499
7,c1176,c2184,52,354,1229,0.078836
7,c1176,c2185,130,354,2361,0.142198
7,c1176,c4004,17,354,393,0.045578
7,c1176,c4123,10,354,140,0.044919
7,c1176,c5069,16,354,704,0.03205
7,c1176,c5072,4,354,317,0.011941
7,c1176,c5111,6,354,125,0.028523
7,c1176,c5154,78,354,1909,0.094883
7,c1176,c6005,64,354,1115,0.101869
7,c1176,c6037,30,354,397,0.080025
7,c1177,c1117,4,25,633,0.031797
7,c1177,c1183,3,25,1023,0.018759
7,c1177,c2007,4,25,372,0.041478
7,c1177,c2124,6,25,2126,0.026026
7,c1177,c2129,8,25,1102,0.048198
7,c1177,c2131,5,25,1308,0.02765
7,c1177,c2184,3,25,1229,0.017115
7,c1177,c2185,11,25,2361,0.045277
7,c1177,c5072,4,25,317,0.044932
7,c1177,c5154,7,25,1909,0.032042
7,c1178,c1022,8,58,272,0.063693
7,c1178,c1117,6,58,633,0.031314
7,c1178,c1171,6,58,584,0.032601
7,c1178,c1172,9,58,1420,0.031361
7,c1178,c1183,4,58,1023,0.016421
7,c1178,c2007,7,58,372,0.047655
7,c1178,c2103,11,58,521,0.063279
7,c1178,c2124,14,58,2126,0.039869
7,c1178,c2129,3,58,1102,0.011866
7,c1178,c2131,15,58,1308,0.054459
7,c1178,c2181,9,58,1183,0.034359
7,c1178,c2184,8,58,1229,0.029964
7,c1178,c2185,12,58,2361,0.032428
7,c1178,c4123,3,58,140,0.033292
7,c1178,c5072,4,58,317,0.0295
7,c1178,c5154,10,58,1909,0.030053
7,c1178,c6005,27,58,1115,0.106173
7,c1182,c1104,3,86,247,0.020584
7,c1182,c1117,6,86,633,0.025716
7,c1182,c1133,51,86,701,0.207712
7,c1182,c1168,4,86,532,0.018701
7,c1182,c1172,20,86,1420,0.057232
7,c1182,c1178,3,86,121,0.029409
7,c1182,c2007,7,86,372,0.039136
7,c1182,c2024,6,86,284,0.038392
7,c1182,c2103,9,86,521,0.042518
7,c1182,c2110,3,86,26,0.063443
7,c1182,c2124,9,86,2126,0.021048
7,c1182,c2129,3,86,1102,0.009745
7,c1182,c2181,14,86,1183,0.043892
7,c1182,c2184,6,86,1229,0.018456
7,c1182,c2185,28,86,2361,0.062139
7,c1182,c5069,12,86,704,0.048769
7,c1182,c5072,10,86,317,0.060565
7,c1182,c5111,4,86,125,0.038579
7,c1182,c5154,10,86,1909,0.02468
7,c1182,c6005,34,86,1115,0.109797
7,c1183,c1022,7,196,272,0.030317
7,c1183,c1117,19,196,633,0.053942
7,c1183,c1133,27,196,701,0.072841
7,c1183,c1153,11,196,164,0.061354
7,c1183,c1168,19,196,532,0.05884
7,c1183,c1171,3,196,584,0.008867
7,c1183,c1172,29,196,1420,0.05497
7,c1183,c1176,8,196,186,0.041899
7,c1183,c2007,14,196,372,0.051848
7,c1183,c2071,5,196,180,0.02662
7,c1183,c2103,15,196,521,0.04694
7,c1183,c2112,3,196,48,0.030929
7,c1183,c2124,68,196,2126,0.105341
7,c1183,c2129,55,196,1102,0.118343
7,c1183,c2131,32,196,1308,0.0632
7,c1183,c2181,34,196,1183,0.070609
7,c1183,c2184,38,196,1229,0.077425
7,c1183,c2185,55,196,2361,0.080851
7,c1183,c4004,15,196,393,0.054046
7,c1183,c4123,13,196,140,0.078479
7,c1183,c5069,20,196,704,0.053841
7,c1183,c5072,7,196,317,0.028083
7,c1183,c5154,41,196,1909,0.067027
7,c1183,c6005,24,196,1115,0.051339
7,c1183,c6037,13,196,397,0.046604
7,c2001,c1117,3,51,633,0.016697
7,c2001,c1133,11,51,701,0.058177
7,c2001,c1171,7,51,584,0.040561
7,c2001,c1172,7,51,1420,0.026012
7,c2001,c1183,6,51,1023,0.026268
7,c2001,c2024,8,51,284,0.066473
7,c2001,c2038,3,51,14,0.112272
7,c2001,c2103,4,51,521,0.024539
7,c2001,c2124,14,51,2126,0.042517
7,c2001,c2129,8,51,1102,0.033745
7,c2001,c2131,8,51,1308,0.030974
7,c2001,c2181,3,51,1183,0.012214
7,c2001,c2184,10,51,1229,0.039943
7,c2001,c2185,12,51,2361,0.034582
7,c2001,c5069,7,51,704,0.036943
7,c2001,c5072,3,51,317,0.023594
7,c2001,c5111,3,51,125,0.037573
7,c2001,c5154,14,51,1909,0.044868
7,c2001,c6005,10,51,1115,0.041935
7,c2002,c1117,4,5,633,0.071101
7,c2002,c5069,3,5,704,0.050565
7,c2007,c1022,5,186,272,0.022229
7,c2007,c1046,4,186,93,0.030413
7,c2007,c1104,11,186,247,0.05132
7,c2007,c1117,35,186,633,0.102002
7,c2007,c1133,27,186,701,0.074774
7,c2007,c1168,14,186,532,0.044506
7,c2007,c1171,13,186,584,0.039444
7,c2007,c1172,42,186,1420,0.081724
7,c2007,c1176,3,186,186,0.016129
7,c2007,c1183,20,186,1023,0.04585
7,c2007,c2071,6,186,180,0.032791
7,c2007,c2124,57,186,2126,0.090644
7,c2007,c2129,14,186,1102,0.030923
7,c2007,c2131,23,186,1308,0.04663
7,c2007,c2181,37,186,1183,0.078877
7,c2007,c2184,30,186,1229,0.062746
7,c2007,c2185,60,186,2361,0.090541
7,c2007,c4004,9,186,393,0.033288
7,c2007,c4123,6,186,140,0.037182
7,c2007,c5069,25,186,704,0.069087
7,c2007,c5072,5,186,317,0.020591
7,c2007,c5154,33,186,1909,0.05538
7,c2007,c6005,37,186,1115,0.081247
7,c2007,c6037,27,186,397,0.09936
7,c2008,c2103,3,5,521,0.058778
7,c2008,c2124,3,5,2126,0.029097
7,c2012,c1153,6,12,164,0.13525
7,c2012,c2071,3,12,180,0.06455
7,c2012,c2129,4,12,1102,0.034784
7,c2012,c2181,5,12,1183,0.041965
7,c2012,c5154,4,12,1909,0.026428
7,c2015,c1133,4,5,701,0.067564
7,c2019,c1153,3,8,164,0.082824
7,c2019,c2071,3,8,180,0.079057
7,c2019,c2181,8,8,1183,0.082234
7,c2022,c1171,4,10,584,0.052342
7,c2022,c1176,3,10,186,0.069561
7,c2022,c2124,5,10,2126,0.034292
7,c2022,c2181,8,10,1183,0.073553
7,c2023,c1171,3,3,584,0.071673
7,c2023,c2124,3,3,2126,0.037565
7,c2024,c1022,7,76,272,0.048686
7,c2024,c1104,4,76,247,0.029195
7,c2024,c1117,4,76,633,0.018237
7,c2024,c1168,4,76,532,0.019893
7,c2024,c1171,7,76,584,0.033227
7,c2024,c1172,3,76,1420,0.009132
7,c2024,c1183,14,76,1023,0.050209
7,c2024,c2007,9,76,372,0.053526
7,c2024,c2124,39,76,2126,0.097023
7,c2024,c2129,25,76,1102,0.086386
7,c2024,c2131,25,76,1308,0.079292
7,c2024,c2181,17,76,1183,0.056696
7,c2024,c2184,22,76,1229,0.071985
7,c2024,c2185,6,76,2361,0.014164
7,c2024,c4004,4,76,393,0.023145
7,c2024,c4123,4,76,140,0.038778
7,c2024,c5069,5,76,704,0.021616
7,c2024,c5154,9,76,1909,0.023628
7,c2024,c6005,3,76,1115,0.010306
7,c2024,c6037,4,76,397,0.023028
7,c2048,c1172,4,22,1420,0.022631
7,c2048,c1183,4,22,1023,0.026663
7,c2048,c2124,11,22,2126,0.050863
7,c2048,c2129,6,22,1102,0.038534
7,c2048,c2131,10,22,1308,0.05895
7,c2048,c2181,9,22,1183,0.055788
7,c2048,c5069,3,22,704,0.024106
7,c2048,c5154,6,22,1909,0.029278
7,c2048,c6005,4,22,1115,0.025539
7,c2049,c1022,4,62,272,0.030802
7,c2049,c1117,30,62,633,0.151434
7,c2049,c1168,9,62,532,0.049555
7,c2049,c1172,5,62,1420,0.016851
7,c2049,c1183,7,62,1023,0.027795
7,c2049,c2124,11,62,2126,0.030298
7,c2049,c2131,12,62,1308,0.042139
7,c2049,c2184,5,62,1229,0.018113
7,c2049,c2185,26,62,2361,0.067956
7,c2049,c4004,3,62,393,0.019219
7,c2049,c5069,26,62,704,0.124449
7,c2049,c5154,24,62,1909,0.069761
7,c2049,c6005,6,62,1115,0.02282
7,c2053,c2185,3,3,2361,0.035646
7,c2066,c1022,4,140,272,0.020498
7,c2066,c1104,6,140,247,0.032266
7,c2066,c1133,3,140,701,0.009576
7,c2066,c1168,3,140,532,0.010993
7,c2066,c1171,19,140,584,0.066448
7,c2066,c1172,24,140,1420,0.053827
7,c2066,c1176,10,140,186,0.06197
7,c2066,c1178,3,140,121,0.02305
7,c2066,c1183,41,140,1023,0.108338
7,c2066,c2007,5,140,372,0.02191
7,c2066,c2071,7,140,180,0.044096
7,c2066,c2103,23,140,521,0.085162
7,c2066,c2112,3,140,48,0.036596
7,c2066,c2124,64,140,2126,0.11731
7,c2066,c2129,6,140,1102,0.015276
7,c2066,c2131,26,140,1308,0.060758
7,c2066,c2181,12,140,1183,0.029487
7,c2066,c2184,17,140,1229,0.040983
7,c2066,c2185,32,140,2361,0.055659
7,c2066,c4004,5,140,393,0.021316
7,c2066,c4123,3,140,140,0.021429
7,c2066,c5069,9,140,704,0.028668
7,c2066,c5072,11,140,317,0.052215
7,c2066,c5111,3,140,125,0.022678
7,c2066,c5154,45,140,1909,0.087045
7,c2066,c6005,11,140,1115,0.027841
7,c2066,c6037,11,140,397,0.046659
7,c2069,c2185,4,5,2361,0.036815
7,c2070,c1172,4,7,1420,0.040121
7,c2070,c5154,4,7,1909,0.034603
7,c2071,c1022,6,247,272,0.023148
7,c2071,c1104,15,247,247,0.060729
7,c2071,c1117,43,247,633,0.108747
7,c2071,c1133,18,247,701,0.043258
7,c2071,c1153,11,247,164,0.054654
7,c2071,c1168,13,247,532,0.035862
7,c2071,c1171,8,247,584,0.021064
7,c2071,c1172,53,247,1420,0.089492
7,c2071,c1176,9,247,186,0.041989
7,c2071,c1183,30,247,1023,0.059681
7,c2071,c2007,5,247,372,0.016495
7,c2071,c2103,6,247,521,0.016726
7,c2071,c2124,61,247,2126,0.084178
7,c2071,c2129,42,247,1102,0.080503
7,c2071,c2131,49,247,1308,0.086207
7,c2071,c2181,82,247,1183,0.151696
7,c2071,c2184,35,247,1229,0.063525
7,c2071,c2185,63,247,2361,0.082498
7,c2071,c4004,11,247,393,0.035306
7,c2071,c4123,4,247,140,0.02151
7,c2071,c5069,38,247,704,0.091127
7,c2071,c5072,7,247,317,0.025016
7,c2071,c5149,3,247,40,0.030182
7,c2071,c5154,74,247,1909,0.107766
